image_id,method,surface_idx,on_surface_idx,surface_hex,on_surface_hex,surface_lab,on_surface_lab,role_pair_contrast,role_pair_aa,any_pair_aa,best_any_pair_contrast,best_any_pair_hex_a,best_any_pair_hex_b,wcag_replacement_applied,wcag_guaranteed,effective_mode
coco_000000075393,dsp,1,0,#fffffe,#3d2f17,"[99.975, -0.167, 0.48]","[20.389, 2.828, 17.706]",12.9759,True,True,12.9759,#3d2f17,#fffffe,False,True,light
coco_000000075393,kmeans_lab,0,2,#f1edd4,#362a10,"[93.46, -2.806, 12.602]","[17.817, 1.793, 18.711]",11.9052,True,True,11.9052,#f1edd4,#362a10,False,True,light
coco_000000075393,kmeans_rgb,0,2,#f5f3dc,#3b2e11,"[95.447, -3.179, 11.337]","[19.738, 1.869, 20.548]",11.822,True,True,11.822,#f5f3dc,#3b2e11,False,True,light
coco_000000075393,median_cut,4,1,#fcfbea,#413314,"[98.285, -2.541, 8.265]","[22.095, 1.985, 21.658]",11.7807,True,True,11.7807,#413314,#fcfbea,False,True,light
coco_000000085329,dsp,0,1,#040605,#fcfefd,"[1.509, -0.662, 0.194]","[99.484, -0.826, 0.249]",20.064,True,True,20.064,#040605,#fcfefd,False,True,dark
coco_000000085329,kmeans_lab,0,2,#050706,#e9e8e6,"[1.783, -0.662, 0.194]","[92.02, -0.011, 1.091]",16.4987,True,True,16.4987,#050706,#e9e8e6,False,True,dark
coco_000000085329,kmeans_rgb,0,2,#050605,#ebeae8,"[1.567, -0.4, 0.286]","[92.722, -0.011, 1.09]",16.8811,True,True,16.8811,#050605,#ebeae8,False,True,dark
coco_000000085329,median_cut,3,2,#030404,#655b57,"[1.038, -0.261, -0.092]","[39.474, 3.276, 3.77]",3.1158,False,False,3.1158,#655b57,#030404,False,True,dark
coco_000000090062,dsp,0,1,#dff1fa,#000000,"[94.098, -4.168, -6.349]","[0.0, 0.0, 0.0]",18.1001,True,True,18.1001,#dff1fa,#000000,False,True,light
coco_000000090062,kmeans_lab,2,1,#dac5aa,#191514,"[80.594, 3.152, 16.246]","[7.168, 1.685, 1.303]",10.8294,True,True,10.8294,#191514,#dac5aa,False,True,light
coco_000000090062,kmeans_rgb,4,2,#e1d1bc,#14100e,"[84.607, 2.138, 12.422]","[4.977, 1.202, 1.536]",12.6534,True,True,12.6534,#14100e,#e1d1bc,False,True,light
coco_000000090062,median_cut,4,0,#ddcbb1,#141110,"[82.517, 2.146, 15.257]","[5.303, 1.004, 0.951]",11.8593,True,True,11.8593,#141110,#ddcbb1,False,True,light
coco_000000101022,dsp,0,1,#000000,#ffffff,"[0.0, 0.0, 0.0]","[100.0, 0.008, 0.004]",21.0,True,True,21.0,#000000,#ffffff,False,True,dark
coco_000000101022,kmeans_lab,0,3,#181b12,#e9eaee,"[9.171, -3.592, 5.47]","[92.726, 0.393, -2.048]",14.5045,True,True,14.5045,#181b12,#e9eaee,False,True,dark
coco_000000101022,kmeans_rgb,0,3,#121709,#f1f1f5,"[6.875, -4.844, 6.513]","[95.247, 0.72, -1.92]",16.1781,True,True,16.1781,#121709,#f1f1f5,False,True,dark
coco_000000101022,median_cut,2,1,#0a1008,#d1cacb,"[4.089, -3.11, 2.782]","[81.897, 2.604, 0.367]",11.9407,True,True,11.9407,#d1cacb,#0a1008,False,True,dark
coco_000000104666,dsp,0,1,#010100,#fffac8,"[0.254, -0.139, 0.378]","[97.552, -6.121, 24.649]",19.6496,True,True,19.6496,#010100,#fffac8,False,True,dark
coco_000000104666,kmeans_lab,1,4,#131210,#e1c999,"[5.496, 0.003, 1.222]","[81.882, 1.433, 27.109]",11.604,True,True,11.604,#131210,#e1c999,False,True,dark
coco_000000104666,kmeans_rgb,1,4,#0d0b08,#ddcea8,"[3.093, 0.164, 1.351]","[83.095, -0.711, 20.824]",12.6051,True,True,12.6051,#0d0b08,#ddcea8,False,True,dark
coco_000000104666,median_cut,1,4,#0b0c0b,#ae9c7c,"[3.236, -0.435, 0.312]","[65.145, 1.595, 19.206]",7.3216,True,True,7.3216,#0b0c0b,#ae9c7c,False,True,dark
coco_000000107226,dsp,0,1,#eef7fe,#151619,"[96.761, -1.664, -4.375]","[7.257, 0.328, -2.253]",16.6892,True,True,16.6892,#eef7fe,#151619,False,True,light
coco_000000107226,kmeans_lab,3,1,#e4e9ed,#343237,"[92.081, -0.929, -2.516]","[21.159, 2.06, -2.843]",10.3638,True,True,10.3638,#343237,#e4e9ed,False,True,light
coco_000000107226,kmeans_rgb,2,0,#ebf1f7,#2f3c29,"[94.86, -0.882, -3.575]","[23.659, -9.687, 10.051]",10.2586,True,True,10.2586,#2f3c29,#ebf1f7,False,True,light
coco_000000107226,median_cut,3,1,#eff6fc,#273129,"[96.53, -1.204, -3.674]","[19.174, -6.256, 3.707]",12.3639,True,True,12.3639,#273129,#eff6fc,False,True,light
coco_000000117645,dsp,0,1,#8e959b,#101213,"[61.318, -1.292, -4.025]","[5.328, -0.534, -0.84]",6.192,True,True,6.192,#8e959b,#101213,False,True,light
coco_000000117645,kmeans_lab,0,3,#8d949a,#25292a,"[60.936, -1.293, -4.03]","[16.237, -1.52, -1.265]",4.7822,True,True,4.7822,#8d949a,#25292a,False,True,light
coco_000000117645,kmeans_rgb,0,3,#8c9399,#252a2a,"[60.554, -1.294, -4.035]","[16.584, -2.207, -0.755]",4.6758,True,True,4.6758,#8c9399,#252a2a,False,True,light
coco_000000117645,median_cut,3,4,#90989c,#62696e,"[62.327, -2.052, -3.088]","[43.982, -1.568, -3.719]",1.9009,False,False,1.9009,#90989c,#62696e,False,True,light
coco_000000119516,dsp,0,1,#433a32,#f5f8fd,"[25.106, 2.401, 6.422]","[97.486, -0.085, -2.735]",10.4383,True,True,10.4383,#433a32,#f5f8fd,False,True,dark
coco_000000119516,kmeans_lab,1,3,#26211e,#b8b3a0,"[13.191, 1.72, 2.896]","[72.871, -1.524, 10.342]",7.5784,True,True,7.5784,#26211e,#b8b3a0,False,True,dark
coco_000000119516,kmeans_rgb,1,4,#22211b,#dedfd8,"[12.652, -0.894, 4.238]","[88.573, -1.573, 3.309]",12.0276,True,True,12.0276,#22211b,#dedfd8,False,True,dark
coco_000000119516,median_cut,0,4,#1b1e1c,#7d7969,"[10.888, -1.919, 0.89]","[50.751, -1.415, 9.332]",3.8516,False,False,3.8516,#1b1e1c,#7d7969,False,True,dark
coco_000000145020,dsp,1,0,#fbfcf7,#010101,"[98.767, -1.194, 2.276]","[0.274, 0.0, 0.0]",20.2462,True,True,20.2462,#010101,#fbfcf7,False,True,light
coco_000000145020,kmeans_lab,1,3,#cdc6c0,#292021,"[80.277, 1.382, 3.869]","[13.317, 4.536, 0.952]",9.3999,True,True,9.3999,#cdc6c0,#292021,False,True,light
coco_000000145020,kmeans_rgb,2,3,#d9d5d2,#281e1a,"[85.501, 0.842, 1.966]","[12.314, 4.088, 4.592]",11.1544,True,True,11.1544,#d9d5d2,#281e1a,False,True,light
coco_000000145020,median_cut,4,2,#e1d8cd,#2e2d2e,"[86.764, 1.213, 6.518]","[18.605, 0.685, -0.485]",9.7359,True,True,9.7359,#2e2d2e,#e1d8cd,False,True,light
coco_000000161128,dsp,0,1,#191820,#e4dae9,"[8.69, 2.709, -5.378]","[88.218, 6.102, -6.105]",12.9975,True,True,12.9975,#191820,#e4dae9,False,True,dark
coco_000000161128,kmeans_lab,1,3,#121013,#bbbaca,"[4.934, 1.358, -1.395]","[76.037, 3.427, -7.918]",9.9071,True,True,9.9071,#121013,#bbbaca,False,True,dark
coco_000000161128,kmeans_rgb,1,4,#0c0a0d,#bcbccf,"[2.929, 1.007, -1.039]","[76.778, 3.685, -9.521]",10.5484,True,True,10.5484,#0c0a0d,#bcbccf,False,True,dark
coco_000000161128,median_cut,1,0,#16080b,#a2afc9,"[3.328, 5.242, 0.553]","[71.254, 0.998, -14.716]",8.8589,True,True,8.8589,#a2afc9,#16080b,False,True,dark
coco_000000162543,dsp,1,4,#000100,#ccae8b,"[0.196, -0.401, 0.286]","[72.874, 5.747, 22.022]",9.9515,True,True,9.9515,#000100,#ccae8b,True,True,dark
coco_000000162543,kmeans_lab,1,0,#f7f9f6,#181d17,"[97.704, -1.181, 1.207]","[10.067, -3.877, 3.365]",16.1667,True,True,16.1667,#181d17,#f7f9f6,False,True,light
coco_000000162543,kmeans_rgb,2,0,#f7fbf9,#141a10,"[98.276, -1.663, 0.498]","[8.35, -5.209, 5.399]",16.9805,True,True,16.9805,#141a10,#f7fbf9,False,True,light
coco_000000162543,median_cut,2,0,#0e150d,#edeee7,"[5.95, -4.269, 3.389]","[93.85, -1.554, 3.268]",15.891,True,True,15.891,#edeee7,#0e150d,False,True,dark
coco_000000166287,dsp,0,1,#828899,#020507,"[56.737, 1.453, -9.793]","[1.236, -0.506, -1.033]",5.7729,True,True,5.7729,#828899,#020507,False,True,light
coco_000000166287,kmeans_lab,0,3,#768394,#141311,"[54.262, -0.904, -10.708]","[5.916, 0.002, 1.278]",4.8139,True,True,4.8139,#768394,#141311,False,True,light
coco_000000166287,kmeans_rgb,0,4,#758395,#12110e,"[54.222, -0.999, -11.355]","[5.069, -0.173, 1.649]",4.8882,True,True,4.8882,#758395,#12110e,False,True,light
coco_000000166287,median_cut,4,0,#7a8899,#2e271b,"[56.134, -1.25, -10.759]","[16.059, 0.995, 9.145]",4.0846,False,False,4.0846,#2e271b,#7a8899,False,True,light
coco_000000168974,dsp,1,4,#0a0809,#eaf0fb,"[2.33, 0.663, -0.194]","[94.644, 0.05, -5.976]",17.4551,True,True,17.4551,#0a0809,#eaf0fb,False,True,dark
coco_000000168974,kmeans_lab,0,4,#302521,#c0b4b4,"[15.806, 4.423, 4.628]","[74.282, 4.264, 1.534]",7.3845,True,True,7.3845,#302521,#c0b4b4,False,True,dark
coco_000000168974,kmeans_rgb,1,4,#231913,#c0b6b9,"[9.795, 3.877, 5.915]","[74.929, 4.079, -0.251]",8.7162,True,True,8.7162,#231913,#c0b6b9,False,True,dark
coco_000000168974,median_cut,1,0,#231b16,#8b90a1,"[10.551, 2.942, 4.953]","[59.897, 1.763, -9.572]",5.3247,True,True,5.3247,#8b90a1,#231b16,False,True,dark
coco_000000169169,dsp,0,1,#fefefe,#05090b,"[99.655, 0.008, 0.004]","[2.275, -0.764, -1.135]",19.8237,True,True,19.8237,#fefefe,#05090b,False,True,light
coco_000000169169,kmeans_lab,2,1,#dddfdc,#303133,"[88.598, -1.206, 1.233]","[20.298, 0.046, -1.423]",9.7116,True,True,9.7116,#303133,#dddfdc,False,True,light
coco_000000169169,kmeans_rgb,3,0,#f0f2e6,#2b332e,"[95.052, -2.743, 5.555]","[20.356, -4.649, 2.025]",11.4802,True,True,11.4802,#2b332e,#f0f2e6,False,True,light
coco_000000169169,median_cut,4,0,#f3f5e0,#1a3a3a,"[95.889, -4.233, 9.886]","[22.129, -11.733, -3.639]",11.0793,True,True,11.0793,#1a3a3a,#f3f5e0,False,True,light
coco_000000184400,dsp,0,1,#96a8b4,#15151a,"[67.862, -3.709, -8.287]","[6.958, 1.299, -3.461]",7.4146,True,True,7.4146,#96a8b4,#15151a,False,True,light
coco_000000184400,kmeans_lab,2,0,#b1bcc0,#35383f,"[75.526, -2.999, -3.323]","[23.486, 0.466, -4.778]",6.0508,True,True,6.0508,#35383f,#b1bcc0,False,True,light
coco_000000184400,kmeans_rgb,0,2,#a0afb8,#222226,"[70.59, -3.349, -6.37]","[13.376, 1.029, -2.673]",7.0341,True,True,7.0341,#a0afb8,#222226,False,True,light
coco_000000184400,median_cut,4,2,#b0bcc1,#272b35,"[75.48, -3.136, -3.942]","[17.535, 0.974, -7.021]",7.2877,True,True,7.2877,#272b35,#b0bcc1,False,True,light
coco_000000186632,dsp,0,1,#fefefd,#090708,"[99.63, -0.167, 0.48]","[2.056, 0.663, -0.194]",19.9034,True,True,19.9034,#fefefd,#090708,False,True,light
coco_000000186632,kmeans_lab,3,0,#ede6cc,#1b1716,"[91.215, -1.906, 13.527]","[8.162, 1.759, 1.404]",14.2211,True,True,14.2211,#1b1716,#ede6cc,False,True,light
coco_000000186632,kmeans_rgb,4,0,#e9e2ca,#1b1612,"[89.85, -1.595, 12.59]","[7.683, 1.626, 3.354]",13.8417,True,True,13.8417,#1b1612,#e9e2ca,False,True,light
coco_000000186632,median_cut,4,0,#e6dbbf,#151212,"[87.605, -0.769, 15.137]","[5.742, 1.251, 0.441]",13.5294,True,True,13.5294,#151212,#e6dbbf,False,True,light
coco_000000187249,dsp,0,1,#020202,#fdfefc,"[0.548, 0.0, 0.0]","[99.532, -0.672, 0.841]",20.5099,True,True,20.5099,#020202,#fdfefc,False,True,dark
coco_000000187249,kmeans_lab,0,3,#0c0e0d,#b6b6c2,"[3.806, -0.783, 0.241]","[74.379, 2.309, -6.062]",9.6464,True,True,9.6464,#0c0e0d,#b6b6c2,False,True,dark
coco_000000187249,kmeans_rgb,0,4,#040504,#d7d4e4,"[1.293, -0.4, 0.286]","[85.572, 3.994, -7.489]",14.0256,True,True,14.0256,#040504,#d7d4e4,False,True,dark
coco_000000187249,median_cut,3,2,#010203,#757677,"[0.51, -0.122, -0.471]","[49.582, -0.171, -0.68]",4.5626,True,True,4.5626,#757677,#010203,False,True,dark
coco_000000190923,dsp,1,2,#ffffff,#170d14,"[100.0, 0.008, 0.004]","[4.702, 5.277, -2.325]",19.02,True,True,19.02,#ffffff,#170d14,False,True,light
coco_000000190923,kmeans_lab,0,2,#bab5b2,#1c1f24,"[73.998, 1.226, 2.153]","[11.65, 0.006, -3.858]",8.1365,True,True,8.1365,#bab5b2,#1c1f24,False,True,light
coco_000000190923,kmeans_rgb,4,3,#f2efec,#181e1f,"[94.597, 0.486, 1.805]","[10.716, -2.461, -1.609]",14.7334,True,True,14.7334,#181e1f,#f2efec,False,True,light
coco_000000190923,median_cut,0,1,#bcb9b5,#1f2826,"[75.28, 0.331, 2.4]","[15.216, -4.471, 0.006]",7.7316,True,True,7.7316,#bcb9b5,#1f2826,False,True,light
coco_000000213035,dsp,0,1,#010101,#f9e4da,"[0.274, 0.0, 0.0]","[91.993, 5.547, 7.471]",17.0343,True,True,17.0343,#010101,#f9e4da,False,True,dark
coco_000000213035,kmeans_lab,1,2,#060608,#dfbbad,"[1.685, 0.279, -0.757]","[78.605, 10.751, 11.899]",11.4231,True,True,11.4231,#060608,#dfbbad,False,True,dark
coco_000000213035,kmeans_rgb,1,2,#030304,#e0bcae,"[0.842, 0.139, -0.378]","[78.966, 10.737, 11.886]",11.7547,True,True,11.7547,#030304,#e0bcae,False,True,dark
coco_000000213035,median_cut,1,3,#030203,#e0bdaf,"[0.626, 0.401, -0.286]","[79.235, 10.351, 11.729]",11.9024,True,True,11.9024,#030203,#e0bdaf,False,True,dark
coco_000000228214,dsp,1,0,#050209,#e9e9e9,"[0.862, 1.758, -2.373]","[92.347, 0.007, 0.003]",16.9731,True,True,16.9731,#e9e9e9,#050209,False,True,dark
coco_000000228214,kmeans_lab,0,1,#121117,#c0d0cd,"[5.342, 1.741, -3.559]","[82.231, -5.962, -0.366]",11.7549,True,True,11.7549,#121117,#c0d0cd,False,True,dark
coco_000000228214,kmeans_rgb,0,3,#0c0911,#dde2e1,"[2.836, 2.132, -3.296]","[89.487, -1.851, -0.096]",15.0924,True,True,15.0924,#0c0911,#dde2e1,False,True,dark
coco_000000228214,median_cut,1,0,#06060e,#c7d6d4,"[1.813, 1.178, -3.205]","[84.478, -5.409, -0.747]",13.4576,True,True,13.4576,#c7d6d4,#06060e,False,True,dark
coco_000000233370,dsp,1,0,#f5f7f4,#000000,"[97.01, -1.182, 1.209]","[0.0, 0.0, 0.0]",19.4931,True,True,19.4931,#000000,#f5f7f4,False,True,light
coco_000000233370,kmeans_lab,2,0,#cbc3b6,#060503,"[79.101, 0.555, 7.527]","[1.39, -0.016, 0.849]",11.662,True,True,11.662,#060503,#cbc3b6,False,True,light
coco_000000233370,kmeans_rgb,3,0,#d0c7bb,#060503,"[80.652, 1.075, 7.123]","[1.39, -0.016, 0.849]",12.1938,True,True,12.1938,#060503,#d0c7bb,False,True,light
coco_000000233370,median_cut,4,0,#d3cbbf,#040403,"[82.013, 0.711, 6.97]","[1.077, -0.139, 0.379]",12.7602,True,True,12.7602,#040403,#d3cbbf,False,True,light
coco_000000236690,dsp,3,1,#000e24,#fbfbfb,"[3.988, 2.29, -15.807]","[98.618, 0.008, 0.003]",18.6473,True,True,18.6473,#fbfbfb,#000e24,False,True,dark
coco_000000236690,kmeans_lab,2,4,#042747,#ced1d6,"[15.125, 1.846, -23.412]","[83.745, -0.086, -2.824]",9.8932,True,True,9.8932,#042747,#ced1d6,False,True,dark
coco_000000236690,kmeans_rgb,2,4,#02294b,#d3d5da,"[16.038, 1.94, -24.698]","[85.25, 0.249, -2.695]",10.0607,True,True,10.0607,#02294b,#d3d5da,False,True,dark
coco_000000236690,median_cut,1,3,#003863,#5997c3,"[22.755, 1.893, -29.937]","[60.066, -7.355, -28.844]",3.803,False,False,3.803,#003863,#5997c3,False,True,dark
coco_000000244379,dsp,1,0,#fcfde1,#000000,"[98.584, -4.986, 13.305]","[0.0, 0.0, 0.0]",20.2764,True,True,20.2764,#000000,#fcfde1,False,True,light
coco_000000244379,kmeans_lab,0,3,#e2e3d3,#0e0a07,"[89.771, -3.107, 7.699]","[2.943, 0.752, 1.547]",15.1734,True,True,15.1734,#e2e3d3,#0e0a07,False,True,light
coco_000000244379,kmeans_rgb,2,1,#e5e6d6,#14100c,"[90.829, -3.1, 7.68]","[4.931, 0.874, 2.427]",14.9854,True,True,14.9854,#14100c,#e5e6d6,False,True,light
coco_000000244379,median_cut,4,0,#eff0dc,#141210,"[94.243, -3.738, 9.557]","[5.589, 0.419, 1.369]",16.167,True,True,16.167,#141210,#eff0dc,False,True,light
coco_000000252216,dsp,1,2,#f9ecd9,#060603,"[93.944, 1.294, 10.785]","[1.586, -0.417, 1.135]",17.4166,True,True,17.4166,#f9ecd9,#060603,False,True,light
coco_000000252216,kmeans_lab,4,3,#d3be9f,#211f12,"[77.981, 2.631, 18.39]","[11.6, -1.693, 9.023]",9.1664,True,True,9.1664,#211f12,#d3be9f,False,True,light
coco_000000252216,kmeans_rgb,0,3,#c0bfba,#27260f,"[77.289, -0.555, 2.643]","[14.691, -3.717, 14.972]",8.3206,True,True,8.3206,#c0bfba,#27260f,False,True,light
coco_000000252216,median_cut,4,2,#cac6bf,#323018,"[80.014, 0.149, 3.995]","[19.466, -3.437, 15.651]",7.8527,True,True,7.8527,#323018,#cac6bf,False,True,light
coco_000000255749,dsp,0,1,#000000,#ffffff,"[0.0, 0.0, 0.0]","[100.0, 0.008, 0.004]",21.0,True,True,21.0,#000000,#ffffff,False,True,dark
coco_000000255749,kmeans_lab,0,4,#040404,#cfcfcf,"[1.097, 0.0, 0.0]","[83.124, 0.007, 0.003]",13.1597,True,True,13.1597,#040404,#cfcfcf,False,True,dark
coco_000000255749,kmeans_rgb,0,4,#020202,#cfcfcf,"[0.548, 0.0, 0.0]","[83.124, 0.007, 0.003]",13.3175,True,True,13.3175,#020202,#cfcfcf,False,True,dark
coco_000000255749,median_cut,0,4,#000000,#757575,"[0.0, 0.0, 0.0]","[49.239, 0.004, 0.002]",4.5578,True,True,4.5578,#000000,#757575,False,True,dark
coco_000000262487,dsp,1,4,#f8fcfa,#181b20,"[98.622, -1.662, 0.497]","[9.659, 0.022, -3.925]",16.6843,True,True,16.6843,#f8fcfa,#181b20,False,True,light
coco_000000262487,kmeans_lab,2,4,#e7e0e8,#3e3341,"[89.918, 3.799, -3.049]","[22.908, 7.999, -6.898]",9.2468,True,True,9.2468,#e7e0e8,#3e3341,False,True,light
coco_000000262487,kmeans_rgb,2,3,#efe9f0,#3b3038,"[92.979, 3.26, -2.665]","[21.317, 6.669, -3.208]",10.5556,True,True,10.5556,#efe9f0,#3b3038,False,True,light
coco_000000262487,median_cut,4,3,#c6b9bd,#6a464b,"[76.301, 5.305, -0.364]","[33.884, 16.242, 3.32]",4.2755,False,False,4.2755,#6a464b,#c6b9bd,False,True,light
coco_000000275791,dsp,4,1,#d1b374,#040302,"[74.226, 2.425, 36.108]","[0.861, 0.123, 0.471]",10.2165,True,True,10.2165,#040302,#d1b374,False,True,light
coco_000000275791,kmeans_lab,2,1,#c1b5a9,#2b262a,"[74.349, 2.21, 7.643]","[15.835, 3.245, -1.789]",7.3935,True,True,7.3935,#2b262a,#c1b5a9,False,True,light
coco_000000275791,kmeans_rgb,3,1,#d2cbc3,#312b29,"[82.03, 1.032, 4.848]","[18.102, 2.313, 2.3]",8.6667,True,True,8.6667,#312b29,#d2cbc3,False,True,light
coco_000000275791,median_cut,4,1,#c8c3be,#2d2a2c,"[79.057, 0.854, 3.127]","[17.44, 1.829, -0.811]",8.1165,True,True,8.1165,#2d2a2c,#c8c3be,False,True,light
coco_000000281693,dsp,1,0,#fffdf7,#000000,"[99.31, -0.365, 3.101]","[0.0, 0.0, 0.0]",20.6452,True,True,20.6452,#000000,#fffdf7,False,True,light
coco_000000281693,kmeans_lab,0,3,#b0b2af,#110f12,"[72.339, -1.259, 1.285]","[4.557, 1.298, -1.334]",8.932,True,True,8.932,#b0b2af,#110f12,False,True,light
coco_000000281693,kmeans_rgb,3,1,#ece7da,#222207,"[91.706, -0.525, 6.923]","[12.605, -4.646, 15.676]",13.0852,True,True,13.0852,#222207,#ece7da,False,True,light
